Lake,Date,Parameter,Depth,Value
Lake George,7/8/19,Chlorophyll-a (ug/L),5,NA
Hudson,7/8/19,Chlorophyll-a (ug/L),5,0.27
Potato Cr. (Worster),7/8/19,Chlorophyll-a (ug/L),5,1.57
Pleasant,7/8/19,Chlorophyll-a (ug/L),5,6.5
Kreighbaum,7/8/19,Chlorophyll-a (ug/L),5,47.36
Thomas,7/9/19,Chlorophyll-a (ug/L),5,0.19
Hortz,7/9/19,Chlorophyll-a (ug/L),5,13.9
Nyona,7/9/19,Chlorophyll-a (ug/L),5,5.84
South Mud,7/9/19,Chlorophyll-a (ug/L),5,0.45
Mansfield Reservoir (Harden),7/10/19,Chlorophyll-a (ug/L),5,4.56
Green Valley,7/10/19,Chlorophyll-a (ug/L),5,NA
Stump Jumper,7/10/19,Chlorophyll-a (ug/L),5,0.03
Airline,7/10/19,Chlorophyll-a (ug/L),5,0.06
Scott,7/10/19,Chlorophyll-a (ug/L),5,43.93
Pigeon,7/15/19,Chlorophyll-a (ug/L),5,2.7
Fox,7/15/19,Chlorophyll-a (ug/L),5,0.2
James,7/15/19,Chlorophyll-a (ug/L),5,0.4
Oswego,7/15/19,Chlorophyll-a (ug/L),5,17.5
Little Chapman,7/15/19,Chlorophyll-a (ug/L),5,0.4
Center,7/16/19,Chlorophyll-a (ug/L),5,0.29
Palestine,7/16/19,Chlorophyll-a (ug/L),5,5.81
Winona,7/16/19,Chlorophyll-a (ug/L),5,0.48
St. Joseph Impoundment,7/16/19,Chlorophyll-a (ug/L),5,NA
Clair,7/16/19,Chlorophyll-a (ug/L),5,22.1
Spectacle,7/22/19,Chlorophyll-a (ug/L),5,NA
Hog,7/22/19,Chlorophyll-a (ug/L),5,0.22
Flat,7/22/19,Chlorophyll-a (ug/L),5,15.49
Shockapee,7/22/19,Chlorophyll-a (ug/L),5,0.44
Henderson,7/23/19,Chlorophyll-a (ug/L),5,NA
Wolf,7/23/19,Chlorophyll-a (ug/L),5,22.42
Hammond,7/23/19,Chlorophyll-a (ug/L),5,15.08
Sellers,7/23/19,Chlorophyll-a (ug/L),5,17
Troy Cedar,7/23/19,Chlorophyll-a (ug/L),5,4.31
Moss,7/24/19,Chlorophyll-a (ug/L),5,NA
Long,7/24/19,Chlorophyll-a (ug/L),5,32.18
Sullivan,7/24/19,Chlorophyll-a (ug/L),5,0.34
Duck,7/24/19,Chlorophyll-a (ug/L),5,0.4
Tree,7/24/19,Chlorophyll-a (ug/L),5,32.81
Trimble,7/29/19,Chlorophyll-a (ug/L),5,NA
Dogwood,7/29/19,Chlorophyll-a (ug/L),5,0.4
Red Pine,7/29/19,Chlorophyll-a (ug/L),5,NA
Lincoln,7/29/19,Chlorophyll-a (ug/L),5,16.2
Deam,7/30/19,Chlorophyll-a (ug/L),5,1.9
Oak,7/30/19,Chlorophyll-a (ug/L),5,NA
Starve Hollow,7/30/19,Chlorophyll-a (ug/L),5,NA
Lake Lemon- Reed,7/30/19,Chlorophyll-a (ug/L),5,NA
Lake Lemon- Riddle,7/30/19,Chlorophyll-a (ug/L),5,0.3
Goose,8/5/19,Chlorophyll-a (ug/L),5,9
Mateer,8/5/19,Chlorophyll-a (ug/L),5,NA
Olin,8/5/19,Chlorophyll-a (ug/L),5,0.27
Goldeneye,8/5/19,Chlorophyll-a (ug/L),5,NA
Price,8/5/19,Chlorophyll-a (ug/L),5,0.3
Kuhn,8/6/19,Chlorophyll-a (ug/L),5,4.1
Diamond,8/6/19,Chlorophyll-a (ug/L),5,2.49
Silver,8/6/19,Chlorophyll-a (ug/L),5,7.62
North Little,8/6/19,Chlorophyll-a (ug/L),5,3.55
Knightstown,8/6/19,Chlorophyll-a (ug/L),5,NA
Little Otter,7/1/19,Chlorophyll-a (ug/L),6,0.25
Green,7/1/19,Chlorophyll-a (ug/L),6,0.1
Crooked,7/1/19,Chlorophyll-a (ug/L),6,0.04
Ball,7/1/19,Chlorophyll-a (ug/L),6,0.4
North Twin,6/24/19,Chlorophyll-a (ug/L),6,0.1
Shipshewanna,6/24/19,Chlorophyll-a (ug/L),6,NA
Royer,6/24/19,Chlorophyll-a (ug/L),6,5.3
Oliver,6/24/19,Chlorophyll-a (ug/L),6,0.32
Big Long,6/24/19,Chlorophyll-a (ug/L),6,0.27
Rivir,6/25/19,Chlorophyll-a (ug/L),6,6.22
Dock,6/25/19,Chlorophyll-a (ug/L),6,5.41
Bowen,6/25/19,Chlorophyll-a (ug/L),6,NA
Williams,6/25/19,Chlorophyll-a (ug/L),6,0.33
Port Mitchell,6/25/19,Chlorophyll-a (ug/L),6,0.3
"Twin Pits, East",6/26/19,Chlorophyll-a (ug/L),6,NA
Huntingburg City,6/26/19,Chlorophyll-a (ug/L),6,0.21
Ferdinand City,6/26/19,Chlorophyll-a (ug/L),6,0.48
Huntingburg City,6/26/19,Chlorophyll-a (ug/L),6,0.29
McClish,7/1/19,Chlorophyll-a (ug/L),6,15.3
Bixler,7/2/19,Chlorophyll-a (ug/L),6,23.58
Sacrider,7/2/19,Chlorophyll-a (ug/L),6,0.3
Crane,7/2/19,Chlorophyll-a (ug/L),6,1.43
Knapp,7/2/19,Chlorophyll-a (ug/L),6,1.75
Fancher,7/8/19,Chlorophyll-a (ug/L),6,68.41
Lake George,7/8/19,Chlorophyll-a (ug/L),6,NA
Hudson,7/8/19,Chlorophyll-a (ug/L),6,0.28
Potato Cr. (Worster),7/8/19,Chlorophyll-a (ug/L),6,NA
Pleasant,7/8/19,Chlorophyll-a (ug/L),6,4.23
Kreighbaum,7/8/19,Chlorophyll-a (ug/L),6,28.77
Thomas,7/9/19,Chlorophyll-a (ug/L),6,0.19
Hortz,7/9/19,Chlorophyll-a (ug/L),6,32.45
Nyona,7/9/19,Chlorophyll-a (ug/L),6,2.13
South Mud,7/9/19,Chlorophyll-a (ug/L),6,0.48
Mansfield Reservoir (Harden),7/10/19,Chlorophyll-a (ug/L),6,0.38
Green Valley,7/10/19,Chlorophyll-a (ug/L),6,NA
Stump Jumper,7/10/19,Chlorophyll-a (ug/L),6,0.01
Airline,7/10/19,Chlorophyll-a (ug/L),6,0.07
Scott,7/10/19,Chlorophyll-a (ug/L),6,0.29
Pigeon,7/15/19,Chlorophyll-a (ug/L),6,3.1
Fox,7/15/19,Chlorophyll-a (ug/L),6,0.2
James,7/15/19,Chlorophyll-a (ug/L),6,0.3
Oswego,7/15/19,Chlorophyll-a (ug/L),6,17.9
Little Chapman,7/15/19,Chlorophyll-a (ug/L),6,0.4
Center,7/16/19,Chlorophyll-a (ug/L),6,0.29
Palestine,7/16/19,Chlorophyll-a (ug/L),6,4.88
Winona,7/16/19,Chlorophyll-a (ug/L),6,0.31
St. Joseph Impoundment,7/16/19,Chlorophyll-a (ug/L),6,NA
Clair,7/16/19,Chlorophyll-a (ug/L),6,4.56
Spectacle,7/22/19,Chlorophyll-a (ug/L),6,NA
Hog,7/22/19,Chlorophyll-a (ug/L),6,0.16
Flat,7/22/19,Chlorophyll-a (ug/L),6,12.46
Shockapee,7/22/19,Chlorophyll-a (ug/L),6,1.73
Henderson,7/23/19,Chlorophyll-a (ug/L),6,NA
Wolf,7/23/19,Chlorophyll-a (ug/L),6,NA
Hammond,7/23/19,Chlorophyll-a (ug/L),6,41.98
Sellers,7/23/19,Chlorophyll-a (ug/L),6,13.88
Troy Cedar,7/23/19,Chlorophyll-a (ug/L),6,4.6
Moss,7/24/19,Chlorophyll-a (ug/L),6,NA
Long,7/24/19,Chlorophyll-a (ug/L),6,35.99
Sullivan,7/24/19,Chlorophyll-a (ug/L),6,2.73
Duck,7/24/19,Chlorophyll-a (ug/L),6,0.3
Tree,7/24/19,Chlorophyll-a (ug/L),6,NA
Trimble,7/29/19,Chlorophyll-a (ug/L),6,NA
Dogwood,7/29/19,Chlorophyll-a (ug/L),6,0.2
Red Pine,7/29/19,Chlorophyll-a (ug/L),6,NA
Lincoln,7/29/19,Chlorophyll-a (ug/L),6,14.9
Deam,7/30/19,Chlorophyll-a (ug/L),6,0.5
Oak,7/30/19,Chlorophyll-a (ug/L),6,NA
Starve Hollow,7/30/19,Chlorophyll-a (ug/L),6,NA
Lake Lemon- Reed,7/30/19,Chlorophyll-a (ug/L),6,NA
Lake Lemon- Riddle,7/30/19,Chlorophyll-a (ug/L),6,0.3
Goose,8/5/19,Chlorophyll-a (ug/L),6,1.44
Mateer,8/5/19,Chlorophyll-a (ug/L),6,NA
Olin,8/5/19,Chlorophyll-a (ug/L),6,0.26
Goldeneye,8/5/19,Chlorophyll-a (ug/L),6,NA
Price,8/5/19,Chlorophyll-a (ug/L),6,69.86
Kuhn,8/6/19,Chlorophyll-a (ug/L),6,0.51
Diamond,8/6/19,Chlorophyll-a (ug/L),6,1.67
Silver,8/6/19,Chlorophyll-a (ug/L),6,7.81
North Little,8/6/19,Chlorophyll-a (ug/L),6,2.86
Knightstown,8/6/19,Chlorophyll-a (ug/L),6,NA
Little Otter,7/1/19,Chlorophyll-a (ug/L),7,0.26
Green,7/1/19,Chlorophyll-a (ug/L),7,0
Crooked,7/1/19,Chlorophyll-a (ug/L),7,0.03
Ball,7/1/19,Chlorophyll-a (ug/L),7,0.3
North Twin,6/24/19,Chlorophyll-a (ug/L),7,0.1
Shipshewanna,6/24/19,Chlorophyll-a (ug/L),7,NA
Royer,6/24/19,Chlorophyll-a (ug/L),7,3.8
Oliver,6/24/19,Chlorophyll-a (ug/L),7,4.27
Big Long,6/24/19,Chlorophyll-a (ug/L),7,0.12
Rivir,6/25/19,Chlorophyll-a (ug/L),7,0.44
Dock,6/25/19,Chlorophyll-a (ug/L),7,NA
Bowen,6/25/19,Chlorophyll-a (ug/L),7,NA
Williams,6/25/19,Chlorophyll-a (ug/L),7,0.34
Port Mitchell,6/25/19,Chlorophyll-a (ug/L),7,0.28
"Twin Pits, East",6/26/19,Chlorophyll-a (ug/L),7,NA
Huntingburg City,6/26/19,Chlorophyll-a (ug/L),7,NA
Ferdinand City,6/26/19,Chlorophyll-a (ug/L),7,NA
Huntingburg City,6/26/19,Chlorophyll-a (ug/L),7,0.22
McClish,7/1/19,Chlorophyll-a (ug/L),7,0.5
Bixler,7/2/19,Chlorophyll-a (ug/L),7,53.79
Sacrider,7/2/19,Chlorophyll-a (ug/L),7,0.24
Crane,7/2/19,Chlorophyll-a (ug/L),7,1.03
Knapp,7/2/19,Chlorophyll-a (ug/L),7,0.33
Fancher,7/8/19,Chlorophyll-a (ug/L),7,19.65
Lake George,7/8/19,Chlorophyll-a (ug/L),7,NA
Hudson,7/8/19,Chlorophyll-a (ug/L),7,0.23
Potato Cr. (Worster),7/8/19,Chlorophyll-a (ug/L),7,NA
Pleasant,7/8/19,Chlorophyll-a (ug/L),7,5.33
Kreighbaum,7/8/19,Chlorophyll-a (ug/L),7,7.86
Thomas,7/9/19,Chlorophyll-a (ug/L),7,0.26
Hortz,7/9/19,Chlorophyll-a (ug/L),7,68.16
Nyona,7/9/19,Chlorophyll-a (ug/L),7,2.18
South Mud,7/9/19,Chlorophyll-a (ug/L),7,0.57
Mansfield Reservoir (Harden),7/10/19,Chlorophyll-a (ug/L),7,0.25
Green Valley,7/10/19,Chlorophyll-a (ug/L),7,NA
Stump Jumper,7/10/19,Chlorophyll-a (ug/L),7,0.03
Airline,7/10/19,Chlorophyll-a (ug/L),7,0.09
Scott,7/10/19,Chlorophyll-a (ug/L),7,0.23
Pigeon,7/15/19,Chlorophyll-a (ug/L),7,2.2
Fox,7/15/19,Chlorophyll-a (ug/L),7,0.1
James,7/15/19,Chlorophyll-a (ug/L),7,0.2
Oswego,7/15/19,Chlorophyll-a (ug/L),7,34.2
Little Chapman,7/15/19,Chlorophyll-a (ug/L),7,0.3
Center,7/16/19,Chlorophyll-a (ug/L),7,0.2
Palestine,7/16/19,Chlorophyll-a (ug/L),7,7.87
Winona,7/16/19,Chlorophyll-a (ug/L),7,0.23
St. Joseph Impoundment,7/16/19,Chlorophyll-a (ug/L),7,NA
Clair,7/16/19,Chlorophyll-a (ug/L),7,0.31
Spectacle,7/22/19,Chlorophyll-a (ug/L),7,NA
Hog,7/22/19,Chlorophyll-a (ug/L),7,0.09
Flat,7/22/19,Chlorophyll-a (ug/L),7,NA
Shockapee,7/22/19,Chlorophyll-a (ug/L),7,NA
Henderson,7/23/19,Chlorophyll-a (ug/L),7,NA
Wolf,7/23/19,Chlorophyll-a (ug/L),7,NA
Hammond,7/23/19,Chlorophyll-a (ug/L),7,29.55
Sellers,7/23/19,Chlorophyll-a (ug/L),7,NA
Troy Cedar,7/23/19,Chlorophyll-a (ug/L),7,5.55
Moss,7/24/19,Chlorophyll-a (ug/L),7,NA
Long,7/24/19,Chlorophyll-a (ug/L),7,NA
Sullivan,7/24/19,Chlorophyll-a (ug/L),7,NA
Duck,7/24/19,Chlorophyll-a (ug/L),7,0.35
Tree,7/24/19,Chlorophyll-a (ug/L),7,NA
Trimble,7/29/19,Chlorophyll-a (ug/L),7,NA
Dogwood,7/29/19,Chlorophyll-a (ug/L),7,0.1
Red Pine,7/29/19,Chlorophyll-a (ug/L),7,NA
Lincoln,7/29/19,Chlorophyll-a (ug/L),7,NA
Deam,7/30/19,Chlorophyll-a (ug/L),7,0.3
Oak,7/30/19,Chlorophyll-a (ug/L),7,NA
Starve Hollow,7/30/19,Chlorophyll-a (ug/L),7,NA
Lake Lemon- Reed,7/30/19,Chlorophyll-a (ug/L),7,NA
Lake Lemon- Riddle,7/30/19,Chlorophyll-a (ug/L),7,0.2
Goose,8/5/19,Chlorophyll-a (ug/L),7,0.55
Mateer,8/5/19,Chlorophyll-a (ug/L),7,NA
Olin,8/5/19,Chlorophyll-a (ug/L),7,0.23
Goldeneye,8/5/19,Chlorophyll-a (ug/L),7,NA
Price,8/5/19,Chlorophyll-a (ug/L),7,36.37
Kuhn,8/6/19,Chlorophyll-a (ug/L),7,12.57
Diamond,8/6/19,Chlorophyll-a (ug/L),7,0.96
Silver,8/6/19,Chlorophyll-a (ug/L),7,4.96
North Little,8/6/19,Chlorophyll-a (ug/L),7,0.89
Knightstown,8/6/19,Chlorophyll-a (ug/L),7,NA
Little Otter,7/1/19,Chlorophyll-a (ug/L),8,4.59
Green,7/1/19,Chlorophyll-a (ug/L),8,0
Crooked,7/1/19,Chlorophyll-a (ug/L),8,0.02
Ball,7/1/19,Chlorophyll-a (ug/L),8,0.3
North Twin,6/24/19,Chlorophyll-a (ug/L),8,0.2
Shipshewanna,6/24/19,Chlorophyll-a (ug/L),8,NA
Royer,6/24/19,Chlorophyll-a (ug/L),8,5.5
Oliver,6/24/19,Chlorophyll-a (ug/L),8,0.32
Big Long,6/24/19,Chlorophyll-a (ug/L),8,0.08
Rivir,6/25/19,Chlorophyll-a (ug/L),8,0.37
Dock,6/25/19,Chlorophyll-a (ug/L),8,NA
Bowen,6/25/19,Chlorophyll-a (ug/L),8,NA
Williams,6/25/19,Chlorophyll-a (ug/L),8,0.32
Port Mitchell,6/25/19,Chlorophyll-a (ug/L),8,NA
"Twin Pits, East",6/26/19,Chlorophyll-a (ug/L),8,NA
Huntingburg City,6/26/19,Chlorophyll-a (ug/L),8,NA
Ferdinand City,6/26/19,Chlorophyll-a (ug/L),8,NA
Huntingburg City,6/26/19,Chlorophyll-a (ug/L),8,0.13
McClish,7/1/19,Chlorophyll-a (ug/L),8,0.3
Bixler,7/2/19,Chlorophyll-a (ug/L),8,2.85
Sacrider,7/2/19,Chlorophyll-a (ug/L),8,0.22
Crane,7/2/19,Chlorophyll-a (ug/L),8,0.42
Knapp,7/2/19,Chlorophyll-a (ug/L),8,0.29
Fancher,7/8/19,Chlorophyll-a (ug/L),8,4.84
Lake George,7/8/19,Chlorophyll-a (ug/L),8,NA
Hudson,7/8/19,Chlorophyll-a (ug/L),8,0.3
Potato Cr. (Worster),7/8/19,Chlorophyll-a (ug/L),8,NA
Pleasant,7/8/19,Chlorophyll-a (ug/L),8,3.65
Kreighbaum,7/8/19,Chlorophyll-a (ug/L),8,1.94
Thomas,7/9/19,Chlorophyll-a (ug/L),8,0.13
Hortz,7/9/19,Chlorophyll-a (ug/L),8,9.42
Nyona,7/9/19,Chlorophyll-a (ug/L),8,1.86
South Mud,7/9/19,Chlorophyll-a (ug/L),8,NA
Mansfield Reservoir (Harden),7/10/19,Chlorophyll-a (ug/L),8,0.24
Green Valley,7/10/19,Chlorophyll-a (ug/L),8,NA
Stump Jumper,7/10/19,Chlorophyll-a (ug/L),8,0.25
Airline,7/10/19,Chlorophyll-a (ug/L),8,0.06
Scott,7/10/19,Chlorophyll-a (ug/L),8,0.25
Pigeon,7/15/19,Chlorophyll-a (ug/L),8,0.5
Fox,7/15/19,Chlorophyll-a (ug/L),8,0.1
James,7/15/19,Chlorophyll-a (ug/L),8,0.2
Oswego,7/15/19,Chlorophyll-a (ug/L),8,19.6
Little Chapman,7/15/19,Chlorophyll-a (ug/L),8,NA
Center,7/16/19,Chlorophyll-a (ug/L),8,0.25
Palestine,7/16/19,Chlorophyll-a (ug/L),8,NA
Winona,7/16/19,Chlorophyll-a (ug/L),8,0.21
St. Joseph Impoundment,7/16/19,Chlorophyll-a (ug/L),8,NA
Clair,7/16/19,Chlorophyll-a (ug/L),8,0.24
Spectacle,7/22/19,Chlorophyll-a (ug/L),8,NA
Hog,7/22/19,Chlorophyll-a (ug/L),8,0.07
Flat,7/22/19,Chlorophyll-a (ug/L),8,NA
Shockapee,7/22/19,Chlorophyll-a (ug/L),8,NA
Henderson,7/23/19,Chlorophyll-a (ug/L),8,NA
Wolf,7/23/19,Chlorophyll-a (ug/L),8,NA
Hammond,7/23/19,Chlorophyll-a (ug/L),8,33.51
Sellers,7/23/19,Chlorophyll-a (ug/L),8,NA
Troy Cedar,7/23/19,Chlorophyll-a (ug/L),8,1.87
Moss,7/24/19,Chlorophyll-a (ug/L),8,NA
Long,7/24/19,Chlorophyll-a (ug/L),8,NA
Sullivan,7/24/19,Chlorophyll-a (ug/L),8,NA
Duck,7/24/19,Chlorophyll-a (ug/L),8,0.47
Tree,7/24/19,Chlorophyll-a (ug/L),8,NA
Trimble,7/29/19,Chlorophyll-a (ug/L),8,NA
Dogwood,7/29/19,Chlorophyll-a (ug/L),8,0.4
Red Pine,7/29/19,Chlorophyll-a (ug/L),8,NA
Lincoln,7/29/19,Chlorophyll-a (ug/L),8,NA
Deam,7/30/19,Chlorophyll-a (ug/L),8,0.3
Oak,7/30/19,Chlorophyll-a (ug/L),8,NA
Starve Hollow,7/30/19,Chlorophyll-a (ug/L),8,NA
Lake Lemon- Reed,7/30/19,Chlorophyll-a (ug/L),8,NA
Lake Lemon- Riddle,7/30/19,Chlorophyll-a (ug/L),8,NA
Goose,8/5/19,Chlorophyll-a (ug/L),8,0.44
Mateer,8/5/19,Chlorophyll-a (ug/L),8,NA
Olin,8/5/19,Chlorophyll-a (ug/L),8,0.2
Goldeneye,8/5/19,Chlorophyll-a (ug/L),8,NA
Price,8/5/19,Chlorophyll-a (ug/L),8,22.29
Kuhn,8/6/19,Chlorophyll-a (ug/L),8,NA
Diamond,8/6/19,Chlorophyll-a (ug/L),8,0.52
Silver,8/6/19,Chlorophyll-a (ug/L),8,6.38
North Little,8/6/19,Chlorophyll-a (ug/L),8,NA
Knightstown,8/6/19,Chlorophyll-a (ug/L),8,NA
Little Otter,7/1/19,Chlorophyll-a (ug/L),9,0.86
Green,7/1/19,Chlorophyll-a (ug/L),9,0.1
Crooked,7/1/19,Chlorophyll-a (ug/L),9,0.05
Ball,7/1/19,Chlorophyll-a (ug/L),9,0.4
North Twin,6/24/19,Chlorophyll-a (ug/L),9,0.2
Shipshewanna,6/24/19,Chlorophyll-a (ug/L),9,NA
Royer,6/24/19,Chlorophyll-a (ug/L),9,1.1
Oliver,6/24/19,Chlorophyll-a (ug/L),9,0.2
Big Long,6/24/19,Chlorophyll-a (ug/L),9,0.06
Rivir,6/25/19,Chlorophyll-a (ug/L),9,0.37
Dock,6/25/19,Chlorophyll-a (ug/L),9,NA
Bowen,6/25/19,Chlorophyll-a (ug/L),9,NA
Williams,6/25/19,Chlorophyll-a (ug/L),9,0.31
Port Mitchell,6/25/19,Chlorophyll-a (ug/L),9,NA
"Twin Pits, East",6/26/19,Chlorophyll-a (ug/L),9,NA
Huntingburg City,6/26/19,Chlorophyll-a (ug/L),9,NA
Ferdinand City,6/26/19,Chlorophyll-a (ug/L),9,NA
Huntingburg City,6/26/19,Chlorophyll-a (ug/L),9,0.07
McClish,7/1/19,Chlorophyll-a (ug/L),9,0.2
Bixler,7/2/19,Chlorophyll-a (ug/L),9,0.4
Sacrider,7/2/19,Chlorophyll-a (ug/L),9,0.22
Crane,7/2/19,Chlorophyll-a (ug/L),9,0.43
Knapp,7/2/19,Chlorophyll-a (ug/L),9,0.28
Fancher,7/8/19,Chlorophyll-a (ug/L),9,2.33
Lake George,7/8/19,Chlorophyll-a (ug/L),9,NA
Hudson,7/8/19,Chlorophyll-a (ug/L),9,0.27
Potato Cr. (Worster),7/8/19,Chlorophyll-a (ug/L),9,NA
Pleasant,7/8/19,Chlorophyll-a (ug/L),9,NA
Kreighbaum,7/8/19,Chlorophyll-a (ug/L),9,0.42
Thomas,7/9/19,Chlorophyll-a (ug/L),9,0.13
Hortz,7/9/19,Chlorophyll-a (ug/L),9,NA
Nyona,7/9/19,Chlorophyll-a (ug/L),9,NA
South Mud,7/9/19,Chlorophyll-a (ug/L),9,NA
Mansfield Reservoir (Harden),7/10/19,Chlorophyll-a (ug/L),9,0.21
Green Valley,7/10/19,Chlorophyll-a (ug/L),9,NA
Stump Jumper,7/10/19,Chlorophyll-a (ug/L),9,0.45
Airline,7/10/19,Chlorophyll-a (ug/L),9,0.05
Scott,7/10/19,Chlorophyll-a (ug/L),9,0.23
Pigeon,7/15/19,Chlorophyll-a (ug/L),9,0.7
Fox,7/15/19,Chlorophyll-a (ug/L),9,0.1
James,7/15/19,Chlorophyll-a (ug/L),9,0.2
Oswego,7/15/19,Chlorophyll-a (ug/L),9,15.6
Little Chapman,7/15/19,Chlorophyll-a (ug/L),9,NA
Center,7/16/19,Chlorophyll-a (ug/L),9,1.49
Palestine,7/16/19,Chlorophyll-a (ug/L),9,NA
Winona,7/16/19,Chlorophyll-a (ug/L),9,0.26
St. Joseph Impoundment,7/16/19,Chlorophyll-a (ug/L),9,NA
Clair,7/16/19,Chlorophyll-a (ug/L),9,0.19
Spectacle,7/22/19,Chlorophyll-a (ug/L),9,NA
Hog,7/22/19,Chlorophyll-a (ug/L),9,0.06
Flat,7/22/19,Chlorophyll-a (ug/L),9,NA
Shockapee,7/22/19,Chlorophyll-a (ug/L),9,NA
Henderson,7/23/19,Chlorophyll-a (ug/L),9,NA
Wolf,7/23/19,Chlorophyll-a (ug/L),9,NA
Hammond,7/23/19,Chlorophyll-a (ug/L),9,17.61
Sellers,7/23/19,Chlorophyll-a (ug/L),9,NA
Troy Cedar,7/23/19,Chlorophyll-a (ug/L),9,0.67
Moss,7/24/19,Chlorophyll-a (ug/L),9,NA
Long,7/24/19,Chlorophyll-a (ug/L),9,NA
Sullivan,7/24/19,Chlorophyll-a (ug/L),9,NA
Duck,7/24/19,Chlorophyll-a (ug/L),9,0.37
Tree,7/24/19,Chlorophyll-a (ug/L),9,NA
Trimble,7/29/19,Chlorophyll-a (ug/L),9,NA
Dogwood,7/29/19,Chlorophyll-a (ug/L),9,12.2
Red Pine,7/29/19,Chlorophyll-a (ug/L),9,NA
Lincoln,7/29/19,Chlorophyll-a (ug/L),9,NA
Deam,7/30/19,Chlorophyll-a (ug/L),9,0.2
Oak,7/30/19,Chlorophyll-a (ug/L),9,NA
Starve Hollow,7/30/19,Chlorophyll-a (ug/L),9,NA
Lake Lemon- Reed,7/30/19,Chlorophyll-a (ug/L),9,NA
Lake Lemon- Riddle,7/30/19,Chlorophyll-a (ug/L),9,NA
Goose,8/5/19,Chlorophyll-a (ug/L),9,0.41
Mateer,8/5/19,Chlorophyll-a (ug/L),9,NA
Olin,8/5/19,Chlorophyll-a (ug/L),9,0.21
Goldeneye,8/5/19,Chlorophyll-a (ug/L),9,NA
Price,8/5/19,Chlorophyll-a (ug/L),9,16.17
Kuhn,8/6/19,Chlorophyll-a (ug/L),9,NA
Diamond,8/6/19,Chlorophyll-a (ug/L),9,0.52
Silver,8/6/19,Chlorophyll-a (ug/L),9,4.8
North Little,8/6/19,Chlorophyll-a (ug/L),9,NA
Knightstown,8/6/19,Chlorophyll-a (ug/L),9,NA
Little Otter,7/1/19,Chlorophyll-a (ug/L),10,0.38
Green,7/1/19,Chlorophyll-a (ug/L),10,0.1
Crooked,7/1/19,Chlorophyll-a (ug/L),10,0.03
Ball,7/1/19,Chlorophyll-a (ug/L),10,0.3
North Twin,6/24/19,Chlorophyll-a (ug/L),10,0.1
Shipshewanna,6/24/19,Chlorophyll-a (ug/L),10,NA
Royer,6/24/19,Chlorophyll-a (ug/L),10,1.4
Oliver,6/24/19,Chlorophyll-a (ug/L),10,0.13
Big Long,6/24/19,Chlorophyll-a (ug/L),10,0.04
Rivir,6/25/19,Chlorophyll-a (ug/L),10,NA
Dock,6/25/19,Chlorophyll-a (ug/L),10,NA
Bowen,6/25/19,Chlorophyll-a (ug/L),10,NA
Williams,6/25/19,Chlorophyll-a (ug/L),10,0.31
Port Mitchell,6/25/19,Chlorophyll-a (ug/L),10,NA
"Twin Pits, East",6/26/19,Chlorophyll-a (ug/L),10,NA
Huntingburg City,6/26/19,Chlorophyll-a (ug/L),10,NA
Ferdinand City,6/26/19,Chlorophyll-a (ug/L),10,NA
Huntingburg City,6/26/19,Chlorophyll-a (ug/L),10,0.03
McClish,7/1/19,Chlorophyll-a (ug/L),10,0.2
Bixler,7/2/19,Chlorophyll-a (ug/L),10,0.37
Sacrider,7/2/19,Chlorophyll-a (ug/L),10,0.21
Crane,7/2/19,Chlorophyll-a (ug/L),10,NA
Knapp,7/2/19,Chlorophyll-a (ug/L),10,0.24
Fancher,7/8/19,Chlorophyll-a (ug/L),10,0.38
Lake George,7/8/19,Chlorophyll-a (ug/L),10,NA
Hudson,7/8/19,Chlorophyll-a (ug/L),10,0.29
Potato Cr. (Worster),7/8/19,Chlorophyll-a (ug/L),10,NA
Pleasant,7/8/19,Chlorophyll-a (ug/L),10,NA
Kreighbaum,7/8/19,Chlorophyll-a (ug/L),10,0.45
Thomas,7/9/19,Chlorophyll-a (ug/L),10,0.17
Hortz,7/9/19,Chlorophyll-a (ug/L),10,NA
Nyona,7/9/19,Chlorophyll-a (ug/L),10,NA
South Mud,7/9/19,Chlorophyll-a (ug/L),10,NA
Mansfield Reservoir (Harden),7/10/19,Chlorophyll-a (ug/L),10,0.21
Green Valley,7/10/19,Chlorophyll-a (ug/L),10,NA
Stump Jumper,7/10/19,Chlorophyll-a (ug/L),10,NA
Airline,7/10/19,Chlorophyll-a (ug/L),10,0.04
Scott,7/10/19,Chlorophyll-a (ug/L),10,0.22
Pigeon,7/15/19,Chlorophyll-a (ug/L),10,1.2
Fox,7/15/19,Chlorophyll-a (ug/L),10,0.1
James,7/15/19,Chlorophyll-a (ug/L),10,0.2
Oswego,7/15/19,Chlorophyll-a (ug/L),10,14.8
Little Chapman,7/15/19,Chlorophyll-a (ug/L),10,NA
Center,7/16/19,Chlorophyll-a (ug/L),10,19.34
Palestine,7/16/19,Chlorophyll-a (ug/L),10,NA
Winona,7/16/19,Chlorophyll-a (ug/L),10,0.21
St. Joseph Impoundment,7/16/19,Chlorophyll-a (ug/L),10,NA
Clair,7/16/19,Chlorophyll-a (ug/L),10,0.17
Spectacle,7/22/19,Chlorophyll-a (ug/L),10,NA
Hog,7/22/19,Chlorophyll-a (ug/L),10,0.09
Flat,7/22/19,Chlorophyll-a (ug/L),10,NA
