sample_id,lake_name,year,date_sampled,parameter,sample_location,value
2390,Webster,2015,28-Jul-15,Ammonia (mg/L),Average,0.458
2500,Rothenberger,2016,2-Aug-16,Ammonia (mg/L),Average,1.9005
2522,Hunter,2016,15-Aug-16,Ammonia (mg/L),Average,0.0775
2564,West,2017,12-Jul-17,Ammonia (mg/L),Average,0.0165
2567,Long,2017,17-Jul-17,Ammonia (mg/L),Average,0.1595
2568,Loomis,2017,17-Jul-17,Ammonia (mg/L),Average,1.203
2587,Jimmerson,2017,24-Jul-17,Ammonia (mg/L),Average,0.672
2678,Pleasant,2018,16-Jul-18,Ammonia (mg/L),Average,0.031
2679,Syl-Van,2018,16-Jul-18,Ammonia (mg/L),Average,0.15
2698,University,2018,25-Jul-18,Ammonia (mg/L),Average,2.7115
2365,Hale,2015,15-Jul-15,Ammonia (mg/L),Average,7.2045
2464,Holem,2016,12-Jul-16,Ammonia (mg/L),Average,NA
2489,Knapp,2016,26-Jul-16,Ammonia (mg/L),Average,0.9185
2509,Hamiliton,2016,8-Aug-16,Ammonia (mg/L),Average,0.7745
2542,Mongo Mill Pond,2017,21-Jun-17,Ammonia (mg/L),Average,0.169
2632,George,2018,25-Jun-18,Ammonia (mg/L),Average,0.201
2658,Bobcat,2018,3-Jul-18,Ammonia (mg/L),Average,0.2885
2689,Big Long,2018,23-Jul-18,Ammonia (mg/L),Average,0.107
2717,Redbud,2018,7-Aug-18,Ammonia (mg/L),Average,0.7395
2718,Locust,2018,7-Aug-18,Ammonia (mg/L),Average,0.014
2353,Hog,2015,14-Jul-15,Ammonia (mg/L),Average,0.707
2361,Skunk,2015,15-Jul-15,Ammonia (mg/L),Average,0.0185
2377,Sycamore,2015,22-Jul-15,Ammonia (mg/L),Average,0.0355
2578,Schlamm,2017,17-Jul-17,Ammonia (mg/L),Average,0.0995
2681,Latta,2018,16-Jul-18,Ammonia (mg/L),Average,0.685
2690,Dallas,2018,23-Jul-18,Ammonia (mg/L),Average,1.332
2335,Atwood,2015,29-Jun-15,Ammonia (mg/L),Average,0.256
2379,Trimble,2015,22-Jul-15,Ammonia (mg/L),Average,0.018
2446,Tippecanoe,2016,28-Jun-16,Ammonia (mg/L),Average,0.04
2473,Elk Creek #9,2016,19-Jul-16,Ammonia (mg/L),Average,0.08875
2539,Atwood,2017,19-Jun-17,Ammonia (mg/L),Average,0.2385
2574,Bowen,2017,17-Jul-17,Ammonia (mg/L),Average,3.3545
2588,Snow,2017,24-Jul-17,Ammonia (mg/L),Average,0.033
2643,Silver,2018,25-Jun-18,Ammonia (mg/L),Average,0.159
2659,Skunk,2018,3-Jul-18,Ammonia (mg/L),Average,0.075
2700,Clear,2018,26-Jul-18,Ammonia (mg/L),Average,0.055
2716,Spencer,2018,6-Aug-18,Ammonia (mg/L),Average,0.0435
2356,Long,2015,13-Jul-15,Ammonia (mg/L),Average,0.234
2382,Center,2015,28-Jul-15,Ammonia (mg/L),Average,0.9305
2458,Long,2016,11-Jul-16,Ammonia (mg/L),Average,0.169
2485,Fletcher,2016,25-Jul-16,Ammonia (mg/L),Average,0.8775
2499,Goldeneye,2016,1-Aug-16,Ammonia (mg/L),Average,0.015
2604,Adams,2017,31-Jul-17,Ammonia (mg/L),Average,0.3235
2607,Kiser,2017,7-Aug-17,Ammonia (mg/L),Average,0.014
2634,Big Otter,2018,25-Jun-18,Ammonia (mg/L),Average,0.408
2640,Gordy,2018,26-Jun-18,Ammonia (mg/L),Average,0.2545
2694,Big Chapman,2018,24-Jul-18,Ammonia (mg/L),Average,0.3195
2332,Oliver,2015,29-Jun-15,Ammonia (mg/L),Average,0.0825
2442,Dallas,2016,27-Jun-16,Ammonia (mg/L),Average,0.31925
2454,Still,2016,5-Jul-16,Ammonia (mg/L),Average,0.5555
2505,Bixler,2016,2-Aug-16,Ammonia (mg/L),Average,0.448
2547,Engle,2017,26-Jun-17,Ammonia (mg/L),Average,0.2745
2553,Tipsaw,2017,5-Jul-17,Ammonia (mg/L),Average,0.084
2642,Loon,2018,25-Jun-18,Ammonia (mg/L),Average,0.085
2687,Brokesha,2018,23-Jul-18,Ammonia (mg/L),Average,0.014
2693,Tippecanoe,2018,24-Jul-18,Ammonia (mg/L),Average,0.0615
2704,Fry,2018,26-Jul-18,Ammonia (mg/L),Average,8.36
2331,Otter,2015,30-Jun-15,Ammonia (mg/L),Average,0.4195
2370,Marsh,2015,20-Jul-15,Ammonia (mg/L),Average,0.633
2375,Redbud,2015,22-Jul-15,Ammonia (mg/L),Average,0.1305
2449,Upper Long,2016,6-Jul-16,Ammonia (mg/L),Average,0.476
2514,Monroe (Lower),2016,10-Aug-16,Ammonia (mg/L),Average,0.2295
2524,Simonton,2016,15-Aug-16,Ammonia (mg/L),Average,0.1185
2544,Henry,2017,21-Jun-17,Ammonia (mg/L),Average,0.3435
2561,Chapel Pit,2017,11-Jul-17,Ammonia (mg/L),Average,0.014
2589,Pleasant,2017,24-Jul-17,Ammonia (mg/L),Average,0.3025
2601,Otter,2017,31-Jul-17,Ammonia (mg/L),Average,1.4045
2608,Big Chapman,2017,7-Aug-17,Ammonia (mg/L),Average,0.7645
2611,Mill Pond,2017,7-Aug-17,Ammonia (mg/L),Average,0.014
2337,Big Turkey,2015,29-Jun-15,Ammonia (mg/L),Average,0.0595
2367,Goldeneye,2015,21-Jul-15,Ammonia (mg/L),Average,0.018
2483,Skunk,2016,27-Jul-16,Ammonia (mg/L),Average,0.015
2501,Nauvoo,2016,2-Aug-16,Ammonia (mg/L),Average,0.945
2521,Diamond,2016,16-Aug-16,Ammonia (mg/L),Average,0.4965
2540,Westler,2017,19-Jun-17,Ammonia (mg/L),Average,0.78
2613,Hartz,2017,8-Aug-17,Ammonia (mg/L),Average,1.396
2615,Mansfield Reservoir (Hardin),2017,8-Aug-17,Ammonia (mg/L),Average,1.588
2672,Canada,2018,10-Jul-18,Ammonia (mg/L),Average,0.0415
2684,Upper Long,2018,17-Jul-18,Ammonia (mg/L),Average,0.579
2691,Syracuse,2018,23-Jul-18,Ammonia (mg/L),Average,0.1175
2715,Stump Jumper,2018,31-Jul-18,Ammonia (mg/L),Average,0.016
2345,Loon,2015,6-Jul-15,Ammonia (mg/L),Average,0.018
2351,Fish (Lower),2015,14-Jul-15,Ammonia (mg/L),Average,0.018
2357,Clear (LaPorte),2015,13-Jul-15,Ammonia (mg/L),Average,0.018
2364,Hackberry,2015,15-Jul-15,Ammonia (mg/L),Average,0.018
2579,Starve Hollow,2017,17-Jul-17,Ammonia (mg/L),Average,0.374
2638,Engle,2018,26-Jun-18,Ammonia (mg/L),Average,0.2675
2649,Knapp,2018,26-Jun-18,Ammonia (mg/L),Average,0.3445
2657,Fox,2018,3-Jul-18,Ammonia (mg/L),Average,0.47
2347,Big Otter,2015,7-Jul-15,Ammonia (mg/L),Average,0.203
2448,Hoffman,2016,6-Jul-16,Ammonia (mg/L),Average,0.6195
2465,Lower Fry,2016,20-Jul-16,Ammonia (mg/L),Average,0.162
2507,Story (Upper),2016,8-Aug-16,Ammonia (mg/L),Average,1.182
2586,Trout,2017,19-Jul-17,Ammonia (mg/L),Average,1.7195
2620,Brookville,2017,15-Aug-17,Ammonia (mg/L),Average,0.014
2635,Little Otter,2018,25-Jun-18,Ammonia (mg/L),Average,0.131
2674,Loomis,2018,10-Jul-18,Ammonia (mg/L),Average,0.9525
2349,Hartz,2015,14-Jul-15,Ammonia (mg/L),Average,0.817
2383,James,2015,28-Jul-15,Ammonia (mg/L),Average,0.741
2543,Big Turkey,2017,21-Jun-17,Ammonia (mg/L),Average,0.311
2683,Rothenberger,2018,17-Jul-18,Ammonia (mg/L),Average,0.0715
2711,Mississinewa Res.,2018,31-Jul-18,Ammonia (mg/L),Average,0.5265
2355,Canada,2015,13-Jul-15,Ammonia (mg/L),Average,0.2955
2384,North Little,2015,27-Jul-15,Ammonia (mg/L),Average,0.6395
2450,Rider,2016,6-Jul-16,Ammonia (mg/L),Average,0.034
2498,Banning,2016,1-Aug-16,Ammonia (mg/L),Average,0.015
2545,Webster,2017,26-Jun-17,Ammonia (mg/L),Average,0.6185
2602,Golden,2017,31-Jul-17,Ammonia (mg/L),Average,1.201
2393,Grouse Ridge,2015,29-Jul-15,Ammonia (mg/L),Average,0.289
2441,Westler,2016,27-Jun-16,Ammonia (mg/L),Average,0.71275
2461,Lake of the Woods,2016,12-Jul-16,Ammonia (mg/L),Average,0.2985
2472,Spurgeon Hollow,2016,19-Jul-16,Ammonia (mg/L),Average,0.244
2488,Robinson,2016,26-Jul-16,Ammonia (mg/L),Average,0.0275
2541,Rider,2017,21-Jun-17,Ammonia (mg/L),Average,0.3495
2666,Thomas,2018,9-Jul-18,Ammonia (mg/L),Average,0.267
2444,Miller (Chain-O),2016,28-Jun-16,Ammonia (mg/L),Average,0.80775
2451,Webster,2016,5-Jul-16,Ammonia (mg/L),Average,0.474
2495,Prairie Creek Reservoir,2016,3-Aug-16,Ammonia (mg/L),Average,0.33375
2508,Ball,2016,8-Aug-16,Ammonia (mg/L),Average,0.6605
2639,Duely,2018,26-Jun-18,Ammonia (mg/L),Average,0.455
2665,Kings,2018,9-Jul-18,Ammonia (mg/L),Average,1.1815
2328,Shriner,2015,30-Jun-15,Ammonia (mg/L),Average,0.322
2336,Round,2015,30-Jun-15,Ammonia (mg/L),Average,0.6875
2341,Hindman,2015,7-Jul-15,Ammonia (mg/L),Average,0.666
2456,Bear,2016,6-Jul-16,Ammonia (mg/L),Average,0.7885
2523,Steinbarger,2016,16-Aug-16,Ammonia (mg/L),Average,1.323
2538,Story (Upper),2017,19-Jun-17,Ammonia (mg/L),Average,0.8495
2647,Port Mitchell,2018,26-Jun-18,Ammonia (mg/L),Average,0.863
2652,Prides Creek,2018,2-Jul-18,Ammonia (mg/L),Average,0.6365
2352,Fish (Upper),2015,14-Jul-15,Ammonia (mg/L),Average,0.3145
2372,Nauvoo,2015,20-Jul-15,Ammonia (mg/L),Average,0.9785
2515,University,2016,10-Aug-16,Ammonia (mg/L),Average,3.5935
2577,Oak,2017,17-Jul-17,Ammonia (mg/L),Average,0.134
2580,Crosley,2017,17-Jul-17,Ammonia (mg/L),Average,0.6565
2597,Sylvan,2017,11-Jul-17,Ammonia (mg/L),Average,1.4785
2636,Golden,2018,25-Jun-18,Ammonia (mg/L),Average,0.6475
2644,Hogback,2018,25-Jun-18,Ammonia (mg/L),Average,0.9045
2680,Nauvoo,2018,16-Jul-18,Ammonia (mg/L),Average,1.323
2386,Prairie Creek Reservoir,2015,27-Jul-15,Ammonia (mg/L),Average,0.42
2494,Eagle Creek Reservoir,2016,3-Aug-16,Ammonia (mg/L),Average,0.015
2655,Scales,2018,2-Jul-18,Ammonia (mg/L),Average,0.6085
2692,Webster,2018,24-Jul-18,Ammonia (mg/L),Average,1.0885
2329,Crane,2015,30-Jun-15,Ammonia (mg/L),Average,1.3635
2333,Martin,2015,29-Jun-15,Ammonia (mg/L),Average,0.929
2490,Sawmill,2016,26-Jul-16,Ammonia (mg/L),Average,0.95525
2614,Mississinewa Reservoir,2017,8-Aug-17,Ammonia (mg/L),Average,0.014
2401,Geist Reservoir,2015,5-Aug-15,Ammonia (mg/L),Average,0.026
2416,Manitou,2015,10-Aug-15,Ammonia (mg/L),Average,1.337
2476,Ferdinand City Old,2016,18-Jul-16,Ammonia (mg/L),Average,0.1155
2573,Miller (Chain-O),2017,17-Jul-17,Ammonia (mg/L),Average,0.8735
2575,Dock,2017,17-Jul-17,Ammonia (mg/L),Average,0.5755
2592,Steinbarger,2017,24-Jul-17,Ammonia (mg/L),Average,1.225
2710,Prarie Creek Res.,2018,30-Jul-18,Ammonia (mg/L),Average,0.4065
2334,Bear,2015,29-Jun-15,Ammonia (mg/L),Average,0.5745
2343,Royer,2015,6-Jul-15,Ammonia (mg/L),Average,0.9455
2462,Gilbert,2016,12-Jul-16,Ammonia (mg/L),Average,2.87025
2581,Versailles,2017,17-Jul-17,Ammonia (mg/L),Average,0.155
2582,Molenkramer Res,2017,17-Jul-17,Ammonia (mg/L),Average,0.018
2609,Sawmill,2017,7-Aug-17,Ammonia (mg/L),Average,2.7015
2685,Sand,2018,17-Jul-18,Ammonia (mg/L),Average,0.45
2699,Shakamak,2018,26-Jul-18,Ammonia (mg/L),Average,1.418
2520,Bartley,2016,16-Aug-16,Ammonia (mg/L),Average,2.0285
2583,Bischoff Res.,2017,17-Jul-17,Ammonia (mg/L),Average,2.668
2585,Woods (Big Blue #3),2017,17-Jul-17,Ammonia (mg/L),Average,0.1995
2590,Nasby Mill Pond,2017,24-Jul-17,Ammonia (mg/L),Average,0.018
2669,Potato Cr. (Worster),2018,9-Jul-18,Ammonia (mg/L),Average,0.3085
2695,Little Chapman,2018,24-Jul-18,Ammonia (mg/L),Average,1.3585
2706,Starve Hollow,2018,30-Jul-18,Ammonia (mg/L),Average,0.769
2709,Middlefork Res.,2018,30-Jul-18,Ammonia (mg/L),Average,0.2005
2376,Red Pine,2015,22-Jul-15,Ammonia (mg/L),Average,NA
2419,Cagles Mill (Cataract),2015,11-Aug-15,Ammonia (mg/L),Average,0.0485
2471,Brush Creek Reservoir,2016,19-Jul-16,Ammonia (mg/L),Average,0.112
2486,Shaffer,2016,25-Jul-16,Ammonia (mg/L),Average,0.0086
2487,Freeman,2016,25-Jul-16,Ammonia (mg/L),Average,0.1395
2373,Ridinger,2015,21-Jul-15,Ammonia (mg/L),Average,0.6185
2387,St. Joseph Reservoir,2015,27-Jul-15,Ammonia (mg/L),Average,0.018
2418,Mansfield Reservoir (Hardin),2015,11-Aug-15,Ammonia (mg/L),Average,0.1395
2457,Wolf,2016,11-Jul-16,Ammonia (mg/L),Average,0.015
2519,Crane,2016,16-Aug-16,Ammonia (mg/L),Average,2.093
2546,Fish,2017,26-Jun-17,Ammonia (mg/L),Average,0.257
2591,Waldron,2017,24-Jul-17,Ammonia (mg/L),Average,1.306
2594,Loon,2017,25-Jul-17,Ammonia (mg/L),Average,0.455
2650,Baugher,2018,26-Jun-18,Ammonia (mg/L),Average,1.169
2703,Big Fry,2018,26-Jul-18,Ammonia (mg/L),Average,0.0285
2713,Cagles Mill (Cataract),2018,31-Jul-18,Ammonia (mg/L),Average,0.6315
2584,Manlove,2017,17-Jul-17,Ammonia (mg/L),Average,0.034
2569,Riddles,2017,17-Jul-17,Ammonia (mg/L),Average,1.856
2697,Little Pike,2018,24-Jul-18,Ammonia (mg/L),Average,0.014
2510,Lemon,2016,10-Aug-16,Ammonia (mg/L),Average,0.705
2633,Fish,2018,25-Jun-18,Ammonia (mg/L),Average,0.6665
2696,Pike,2018,24-Jul-18,Ammonia (mg/L),Average,0.0265
2330,Port Mitchell,2015,30-Jun-15,Ammonia (mg/L),Average,0.6375
2381,Carr,2015,28-Jul-15,Ammonia (mg/L),Average,2.2825
2447,McClures,2016,28-Jun-16,Ammonia (mg/L),Average,3.4085
2503,Palestine,2016,1-Aug-16,Ammonia (mg/L),Average,1.92
2556,Dale Reservoir,2017,10-Jul-17,Ammonia (mg/L),Average,1.839
2668,Riddles,2018,9-Jul-18,Ammonia (mg/L),Average,1.3
2702,Impoundment No. 26,2018,26-Jul-18,Ammonia (mg/L),Average,0.356
2342,Shipshewana,2015,6-Jul-15,Ammonia (mg/L),Average,0.021
2371,Mud (Chain of Lakes),2015,21-Jul-15,Ammonia (mg/L),Average,0.5185
2415,King,2015,10-Aug-15,Ammonia (mg/L),Average,1.783
2445,Muncie,2016,28-Jun-16,Ammonia (mg/L),Average,2.0655
2459,George (Hobart),2016,11-Jul-16,Ammonia (mg/L),Average,0.021
2481,Green Valley,2016,27-Jul-16,Ammonia (mg/L),Average,0.7125
2497,Sellers,2016,1-Aug-16,Ammonia (mg/L),Average,0.834
2675,J.C. Murphy,2018,10-Jul-18,Ammonia (mg/L),Average,0.827
2460,Cedar,2016,11-Jul-16,Ammonia (mg/L),Average,0.015
2484,Bass,2016,25-Jul-16,Ammonia (mg/L),Average,0.0893
2493,Cagles Mill (Cataract),2016,3-Aug-16,Ammonia (mg/L),Average,0.4705
2595,Robinson,2017,25-Jul-17,Ammonia (mg/L),Average,1.1205
2637,Steinbarger,2018,26-Jun-18,Ammonia (mg/L),Average,0.769
2480,Sullivan,2016,27-Jul-16,Ammonia (mg/L),Average,0.631
2686,Bowen,2018,17-Jul-18,Ammonia (mg/L),Average,2.9265
2707,Versailles,2018,30-Jul-18,Ammonia (mg/L),Average,0.7875
2339,Loon,2015,7-Jul-15,Ammonia (mg/L),Average,0.846
2656,Ferdinand City New,2018,2-Jul-18,Ammonia (mg/L),Average,1.104
2708,Woods (Big Blue #3),2018,30-Jul-18,Ammonia (mg/L),Average,0.3965
2338,Larwill,2015,7-Jul-15,Ammonia (mg/L),Average,1.992
2417,Waveland,2015,11-Aug-15,Ammonia (mg/L),Average,0.018
2496,Molenkramer Reservoir,2016,3-Aug-16,Ammonia (mg/L),Average,0.441
2612,Bass,2017,8-Aug-17,Ammonia (mg/L),Average,0.014
2671,Tamarack,2018,10-Jul-18,Ammonia (mg/L),Average,0.09
2340,Little Bause,2015,7-Jul-15,Ammonia (mg/L),Average,0.0285
2358,Cedar,2015,13-Jul-15,Ammonia (mg/L),Average,0.018
2712,Waveland,2018,31-Jul-18,Ammonia (mg/L),Average,0.677
2380,Willow,2015,22-Jul-15,Ammonia (mg/L),Average,4.774
2403,Scales,2015,3-Aug-15,Ammonia (mg/L),Average,1.646
2404,Schlamm,2015,3-Aug-15,Ammonia (mg/L),Average,0.2425
2405,John Hay,2015,3-Aug-15,Ammonia (mg/L),Average,0.33875
2406,Starve Hollow,2015,3-Aug-15,Ammonia (mg/L),Average,0.154
2407,Brush Creek Reservoir,2015,3-Aug-15,Ammonia (mg/L),Average,1.321
2408,Huntingburg City,2015,4-Aug-15,Ammonia (mg/L),Average,0.7525
2409,White Oak #2,2015,4-Aug-15,Ammonia (mg/L),Average,0.3605
2410,Crystal,2015,4-Aug-15,Ammonia (mg/L),Average,3.4115
2411,Kickapoo,2015,4-Aug-15,Ammonia (mg/L),Average,0.703
2412,Shakamak,2015,4-Aug-15,Ammonia (mg/L),Average,0.0575
2435,North Twin,2016,15-Jun-16,Ammonia (mg/L),Average,0.108
2436,North Twin,2016,15-Jun-16,Ammonia (mg/L),Average,0.043
2437,North Twin,2016,15-Jun-16,Ammonia (mg/L),Average,0.031
2663,Fry,2018,3-Jul-18,Ammonia (mg/L),Average,NA
2453,South Twin,2016,5-Jul-16,Ammonia (mg/L),Average,0.014
2477,Ferdinand City New,2016,18-Jul-16,Ammonia (mg/L),Average,0.826
2548,Simonton,2017,28-Jun-17,Ammonia (mg/L),Average,0.117
2549,Hunter,2017,28-Jun-17,Ammonia (mg/L),Average,0.1655
2550,Fish,2017,28-Jun-17,Ammonia (mg/L),Average,1.2175
2551,Banning,2017,28-Jun-17,Ammonia (mg/L),Average,0.014
2552,Little Barbee,2017,28-Jun-17,Ammonia (mg/L),Average,0.7
2558,Benefiel,2017,11-Jul-17,Ammonia (mg/L),Average,0.0655
2673,Mink,2018,10-Jul-18,Ammonia (mg/L),Average,NA
2651,Robinson,2018,26-Jun-18,Ammonia (mg/L),Average,1.189
2616,Airline,2017,11-Jul-17,tkn,Average,NA
2467,Gambill,2016,20-Jul-16,tkn,Average,NA
2570,Eagle,2017,17-Jul-17,tkn,Average,NA
2559,Hale,2017,10-Jul-17,tkn,Average,NA
2576,Deam,2017,17-Jul-17,tkn,Average,NA
2439,Gage,2016,27-Jun-16,tkn,Average,NA
2526,Nasby Mill Pond,2016,15-Aug-16,tkn,Average,NA
2555,Chrisney,2017,10-Jul-17,tkn,Average,NA
2571,Price,2017,17-Jul-17,tkn,Average,NA
2311,Griffy,2015,30-Apr-15,tkn,Average,0.25775
2363,Gambill,2015,15-Jul-15,tkn,Average,0.23
2402,Boones Pond,2015,5-Aug-15,tkn,Average,0.556
2525,George,2016,15-Aug-16,tkn,Average,NA
2603,McClish,2017,31-Jul-17,tkn,Average,NA
2468,Mayfield,2016,20-Jul-16,tkn,Average,NA
2475,Celina,2016,18-Jul-16,tkn,Average,NA
2565,Hammond,2017,12-Jul-17,tkn,Average,NA
2346,Green,2015,6-Jul-15,tkn,Average,0.9545
2362,Turtle,2015,15-Jul-15,tkn,Average,0.568
2378,Todd,2015,22-Jul-15,tkn,Average,0.5075
2388,Summit,2015,27-Jul-15,tkn,Average,0.4385
2560,Mayfield,2017,11-Jul-17,tkn,Average,NA
2621,Griffy,2017,15-Aug-17,tkn,Average,NA
2653,"Twin Pitts, East",2018,2-Jul-18,tkn,Average,NA
2676,Gooseneck,2018,16-Jul-18,tkn,Average,NA
2677,"Failing ""Gentian""",2018,16-Jul-18,tkn,Average,NA
2705,Scott,2018,26-Jul-18,tkn,Average,NA
2504,Pretty,2016,2-Aug-16,tkn,Average,NA
2554,John Hay,2017,10-Jul-17,tkn,Average,NA
2557,Patoka Reservoir,2017,10-Jul-17,tkn,Average,NA
2596,Clair,2017,25-Jul-17,tkn,Average,NA
2600,Crooked,2017,31-Jul-17,tkn,Average,NA
2660,Bass,2018,3-Jul-18,tkn,Average,NA
2667,Lawrence,2018,9-Jul-18,tkn,Average,NA
2374,Goodman,2015,22-Jul-15,tkn,Average,0.60775
2469,Redbud,2016,20-Jul-16,tkn,Average,NA
2482,Star,2016,27-Jul-16,tkn,Average,NA
2566,White Pine,2017,12-Jul-17,tkn,Average,NA
2359,T Lake,2015,15-Jul-15,tkn,Average,0.375
2438,Silver,2016,27-Jun-16,tkn,Average,NA
2470,Hackberry,2016,20-Jul-16,tkn,Average,NA
2478,Chrisney,2016,18-Jul-16,tkn,Average,NA
2479,Scheister,2016,27-Jul-16,tkn,Average,NA
2491,Kuhn,2016,26-Jul-16,tkn,Average,NA
2502,South Twin,2016,2-Aug-16,tkn,Average,1.0115
2593,Crooked,2017,25-Jul-17,tkn,Average,NA
2360,Bobcat,2015,15-Jul-15,tkn,Average,0.394
2366,Bass,2015,15-Jul-15,tkn,Average,0.401
2389,Wawasee,2015,28-Jul-15,tkn,Average,0.7735
2443,Atwood,2016,28-Jun-16,tkn,Average,NA
2452,South Twin,2016,5-Jul-16,tkn,Average,2.064
2466,Chapel pit,2016,20-Jul-16,tkn,Average,NA
2474,Springs Valley (Tucker),2016,18-Jul-16,tkn,Average,NA
2516,North Twin,2016,13-Aug-16,tkn,Average,1.1865
2563,Horshoe,2017,12-Jul-17,tkn,Average,NA
2598,Cedar,2017,31-Jul-17,tkn,Average,NA
2599,Barton,2017,31-Jul-17,tkn,Average,NA
2648,Little Bause,2018,26-Jun-18,tkn,Average,NA
2670,Bass (N. Chain),2018,9-Jul-18,tkn,Average,NA
2394,Yellowwood,2015,29-Jul-15,tkn,Average,0.5165
2455,Lake of the Woods,2016,5-Jul-16,tkn,Average,NA
2463,Maxinkuckee,2016,12-Jul-16,tkn,Average,NA
2572,Goldeneye,2017,17-Jul-17,tkn,Average,NA
2606,Upper Long,2017,31-Jul-17,tkn,Average,NA
2610,Lawrence,2017,7-Aug-17,tkn,Average,NA
2646,McClish,2018,25-Jun-18,tkn,Average,NA
2688,Pretty,2018,23-Jul-18,tkn,Average,NA
2344,Blackman,2015,6-Jul-15,tkn,Average,1.37175
2368,Goose,2015,21-Jul-15,tkn,Average,1.42475
2369,Failing,2015,20-Jul-15,tkn,Average,0.941
2440,Beaver Dam,2016,27-Jun-16,tkn,Average,NA
2506,Story (Lower),2016,8-Aug-16,tkn,Average,NA
2605,Latta,2017,31-Jul-17,tkn,Average,NA
2654,"Twin Pitts, West",2018,2-Jul-18,tkn,Average,NA
2682,Goshen Dam Pond,2018,17-Jul-18,tkn,Average,NA
2701,Chapel Pit,2018,26-Jul-18,tkn,Average,NA
2714,Scheister,2018,31-Jul-18,tkn,Average,NA
2350,Bass (N.Chain),2015,14-Jul-15,tkn,Average,0.82825
2385,Oswego,2015,28-Jul-15,tkn,Average,1.92925
2390,Webster,2015,28-Jul-15,tkn,Average,1.355
2500,Rothenberger,2016,2-Aug-16,tkn,Average,NA
2522,Hunter,2016,15-Aug-16,tkn,Average,NA
2564,West,2017,12-Jul-17,tkn,Average,NA
2567,Long,2017,17-Jul-17,tkn,Average,NA
2568,Loomis,2017,17-Jul-17,tkn,Average,NA
2587,Jimmerson,2017,24-Jul-17,tkn,Average,NA
2678,Pleasant,2018,16-Jul-18,tkn,Average,NA
2679,Syl-Van,2018,16-Jul-18,tkn,Average,NA
2698,University,2018,25-Jul-18,tkn,Average,NA
2365,Hale,2015,15-Jul-15,tkn,Average,3.4595
2464,Holem,2016,12-Jul-16,tkn,Average,NA
2489,Knapp,2016,26-Jul-16,tkn,Average,NA
2509,Hamiliton,2016,8-Aug-16,tkn,Average,NA
2542,Mongo Mill Pond,2017,21-Jun-17,tkn,Average,NA
2632,George,2018,25-Jun-18,tkn,Average,NA
2658,Bobcat,2018,3-Jul-18,tkn,Average,NA
2689,Big Long,2018,23-Jul-18,tkn,Average,NA
2717,Redbud,2018,7-Aug-18,tkn,Average,NA
2718,Locust,2018,7-Aug-18,tkn,Average,NA
2353,Hog,2015,14-Jul-15,tkn,Average,1.498
2361,Skunk,2015,15-Jul-15,tkn,Average,1.177
2377,Sycamore,2015,22-Jul-15,tkn,Average,0.505
2578,Schlamm,2017,17-Jul-17,tkn,Average,NA
2681,Latta,2018,16-Jul-18,tkn,Average,NA
2690,Dallas,2018,23-Jul-18,tkn,Average,NA
2335,Atwood,2015,29-Jun-15,tkn,Average,0.973
2379,Trimble,2015,22-Jul-15,tkn,Average,0.5125
2446,Tippecanoe,2016,28-Jun-16,tkn,Average,NA
2473,Elk Creek #9,2016,19-Jul-16,tkn,Average,NA
2539,Atwood,2017,19-Jun-17,tkn,Average,NA
2574,Bowen,2017,17-Jul-17,tkn,Average,NA
2588,Snow,2017,24-Jul-17,tkn,Average,NA
2643,Silver,2018,25-Jun-18,tkn,Average,NA
2659,Skunk,2018,3-Jul-18,tkn,Average,NA
2700,Clear,2018,26-Jul-18,tkn,Average,NA
2716,Spencer,2018,6-Aug-18,tkn,Average,NA
2356,Long,2015,13-Jul-15,tkn,Average,1.0245
2382,Center,2015,28-Jul-15,tkn,Average,1.75225
2458,Long,2016,11-Jul-16,tkn,Average,NA
2485,Fletcher,2016,25-Jul-16,tkn,Average,NA
2499,Goldeneye,2016,1-Aug-16,tkn,Average,NA
2604,Adams,2017,31-Jul-17,tkn,Average,NA
2607,Kiser,2017,7-Aug-17,tkn,Average,NA
2634,Big Otter,2018,25-Jun-18,tkn,Average,NA
2640,Gordy,2018,26-Jun-18,tkn,Average,NA
2694,Big Chapman,2018,24-Jul-18,tkn,Average,NA
2332,Oliver,2015,29-Jun-15,tkn,Average,0.6475
2442,Dallas,2016,27-Jun-16,tkn,Average,NA
2454,Still,2016,5-Jul-16,tkn,Average,1.6665
2505,Bixler,2016,2-Aug-16,tkn,Average,NA
2547,Engle,2017,26-Jun-17,tkn,Average,NA
2553,Tipsaw,2017,5-Jul-17,tkn,Average,NA
2642,Loon,2018,25-Jun-18,tkn,Average,NA
2687,Brokesha,2018,23-Jul-18,tkn,Average,NA
2693,Tippecanoe,2018,24-Jul-18,tkn,Average,NA
2704,Fry,2018,26-Jul-18,tkn,Average,NA
2331,Otter,2015,30-Jun-15,tkn,Average,1.39325
2370,Marsh,2015,20-Jul-15,tkn,Average,1.666
2375,Redbud,2015,22-Jul-15,tkn,Average,1.0195
2449,Upper Long,2016,6-Jul-16,tkn,Average,NA
2514,Monroe (Lower),2016,10-Aug-16,tkn,Average,NA
2524,Simonton,2016,15-Aug-16,tkn,Average,NA
2544,Henry,2017,21-Jun-17,tkn,Average,NA
2561,Chapel Pit,2017,11-Jul-17,tkn,Average,NA
2589,Pleasant,2017,24-Jul-17,tkn,Average,NA
