sample_id,lake_name,lake_type,ecoregion_3,year,date_sampled,parameter,value
2674,Loomis,Natural Lake,Central Corn Belt Plain,2018,10-Jul-18,Total Plankton (NU/L),140
2349,Hartz,Natural Lake,MI-IN Till Plain,2015,14-Jul-15,Total Plankton (NU/L),1579896
2383,James,Natural Lake,MI-IN Till Plain,2015,28-Jul-15,Total Plankton (NU/L),3184029
2543,Big Turkey,Natural Lake,MI-IN Till Plain,2017,21-Jun-17,Total Plankton (NU/L),860101
2683,Rothenberger,Natural Lake,MI-IN Till Plain,2018,17-Jul-18,Total Plankton (NU/L),77
2711,Mississinewa Res.,Impoundment,Eastern Corn Belt Plain,2018,31-Jul-18,Total Plankton (NU/L),235
2355,Canada,Natural Lake,Central Corn Belt Plain,2015,13-Jul-15,Total Plankton (NU/L),2354429
2384,North Little,Natural Lake,MI-IN Till Plain,2015,27-Jul-15,Total Plankton (NU/L),2256180
2450,Rider,Natural Lake,MI-IN Till Plain,2016,6-Jul-16,Total Plankton (NU/L),1875947
2498,Banning,Natural Lake,MI-IN Till Plain,2016,1-Aug-16,Total Plankton (NU/L),2898748
2545,Webster,Natural Lake,MI-IN Till Plain,2017,26-Jun-17,Total Plankton (NU/L),884614
2602,Golden,Natural Lake,MI-IN Till Plain,2017,31-Jul-17,Total Plankton (NU/L),1901108
2393,Grouse Ridge,Impoundment,Eastern Corn Belt Plain,2015,29-Jul-15,Total Plankton (NU/L),1560648
2441,Westler,Natural Lake,MI-IN Till Plain,2016,27-Jun-16,Total Plankton (NU/L),6428442
2461,Lake of the Woods,Natural Lake,MI-IN Till Plain,2016,12-Jul-16,Total Plankton (NU/L),1685163
2472,Spurgeon Hollow,Impoundment,Interior River,2016,19-Jul-16,Total Plankton (NU/L),2845002
2488,Robinson,Natural Lake,MI-IN Till Plain,2016,26-Jul-16,Total Plankton (NU/L),148
2541,Rider,Natural Lake,MI-IN Till Plain,2017,21-Jun-17,Total Plankton (NU/L),1103263
2666,Thomas,Natural Lake,MI-IN Till Plain,2018,9-Jul-18,Total Plankton (NU/L),72
2444,Miller (Chain-O),Natural Lake,MI-IN Till Plain,2016,28-Jun-16,Total Plankton (NU/L),3174278
2451,Webster,Natural Lake,MI-IN Till Plain,2016,5-Jul-16,Total Plankton (NU/L),152
2495,Prairie Creek Reservoir,Impoundment,Eastern Corn Belt Plain,2016,3-Aug-16,Total Plankton (NU/L),13882211
2508,Ball,Natural Lake,MI-IN Till Plain,2016,8-Aug-16,Total Plankton (NU/L),5492282
2639,Duely,Natural Lake,MI-IN Till Plain,2018,26-Jun-18,Total Plankton (NU/L),268
2665,Kings,Natural Lake,MI-IN Till Plain,2018,9-Jul-18,Total Plankton (NU/L),160
2328,Shriner,Natural Lake,MI-IN Till Plain,2015,30-Jun-15,Total Plankton (NU/L),1151708
2336,Round,Natural Lake,MI-IN Till Plain,2015,30-Jun-15,Total Plankton (NU/L),775807
2341,Hindman,Natural Lake,MI-IN Till Plain,2015,7-Jul-15,Total Plankton (NU/L),2087336
2456,Bear,Natural Lake,MI-IN Till Plain,2016,6-Jul-16,Total Plankton (NU/L),3227866
2523,Steinbarger,Natural Lake,MI-IN Till Plain,2016,16-Aug-16,Total Plankton (NU/L),1471256
2538,Story (Upper),Natural Lake,MI-IN Till Plain,2017,19-Jun-17,Total Plankton (NU/L),1332268
2647,Port Mitchell,Natural Lake,MI-IN Till Plain,2018,26-Jun-18,Total Plankton (NU/L),209
2652,Prides Creek,Impoundment,Interior River Lowland,2018,2-Jul-18,Total Plankton (NU/L),377
2352,Fish (Upper),Natural Lake,MI-IN Till Plain,2015,14-Jul-15,Total Plankton (NU/L),3424176
2372,Nauvoo,Natural Lake,MI-IN Till Plain,2015,20-Jul-15,Total Plankton (NU/L),5126716
2515,University,Impoundment,Interior River,2016,10-Aug-16,Total Plankton (NU/L),1283330
2577,Oak,Impoundment,Eastern Corn Belt Plain,2017,17-Jul-17,Total Plankton (NU/L),2200475
2580,Crosley,Impoundment,Eastern Corn Belt Plain,2017,17-Jul-17,Total Plankton (NU/L),2136608
2597,Sylvan,Impoundment,MI-IN Till Plain,2017,11-Jul-17,Total Plankton (NU/L),1497307
2636,Golden,Natural Lake,MI-IN Till Plain,2018,25-Jun-18,Total Plankton (NU/L),119
2644,Hogback,Natural Lake,MI-IN Till Plain,2018,25-Jun-18,Total Plankton (NU/L),202
2680,Nauvoo,Natural Lake,MI-IN Till Plain,2018,16-Jul-18,Total Plankton (NU/L),169
2386,Prairie Creek Reservoir,Impoundment,Eastern Corn Belt Plain,2015,27-Jul-15,Total Plankton (NU/L),8934426
2494,Eagle Creek Reservoir,Impoundment,Eastern Corn Belt Plain,2016,3-Aug-16,Total Plankton (NU/L),5465529
2655,Scales,Surface Mine Lake,Interior River Lowland,2018,2-Jul-18,Total Plankton (NU/L),1096
2692,Webster,Natural Lake,MI-IN Till Plain,2018,24-Jul-18,Total Plankton (NU/L),97
2329,Crane,Natural Lake,MI-IN Till Plain,2015,30-Jun-15,Total Plankton (NU/L),2398470
2333,Martin,Natural Lake,MI-IN Till Plain,2015,29-Jun-15,Total Plankton (NU/L),2906670
2490,Sawmill,Natural Lake,MI-IN Till Plain,2016,26-Jul-16,Total Plankton (NU/L),7409948
2614,Mississinewa Reservoir,Impoundment,Eastern Corn Belt Plain,2017,8-Aug-17,Total Plankton (NU/L),4431049
2401,Geist Reservoir,Impoundment,Eastern Corn Belt Plain,2015,5-Aug-15,Total Plankton (NU/L),14232884
2416,Manitou,Natural Lake,MI-IN Till Plain,2015,10-Aug-15,Total Plankton (NU/L),1991532
2476,Ferdinand City Old,Impoundment,Interior River Lowland,2016,18-Jul-16,Total Plankton (NU/L),1135010
2573,Miller (Chain-O),Natural Lake,MI-IN Till Plain,2017,17-Jul-17,Total Plankton (NU/L),3502570
2575,Dock,Natural Lake,MI-IN Till Plain,2017,17-Jul-17,Total Plankton (NU/L),1431333
2592,Steinbarger,Natural Lake,MI-IN Till Plain,2017,24-Jul-17,Total Plankton (NU/L),2312380
2710,Prarie Creek Res.,Impoundment,Eastern Corn Belt Plain,2018,30-Jul-18,Total Plankton (NU/L),328
2334,Bear,Natural Lake,MI-IN Till Plain,2015,29-Jun-15,Total Plankton (NU/L),6241330
2343,Royer,Natural Lake,MI-IN Till Plain,2015,6-Jul-15,Total Plankton (NU/L),7881823
2462,Gilbert,Natural Lake,Central Corn Belt Plain,2016,12-Jul-16,Total Plankton (NU/L),39752620
2581,Versailles,Impoundment,Eastern Corn Belt Plain,2017,17-Jul-17,Total Plankton (NU/L),24902157
2582,Molenkramer Res,Impoundment,Eastern Corn Belt Plain,2017,17-Jul-17,Total Plankton (NU/L),12243738
2609,Sawmill,Natural Lake,MI-IN Till Plain,2017,7-Aug-17,Total Plankton (NU/L),2785136
2685,Sand,Natural Lake,MI-IN Till Plain,2018,17-Jul-18,Total Plankton (NU/L),65
2699,Shakamak,Impoundment,Interior River Lowland,2018,26-Jul-18,Total Plankton (NU/L),179
2520,Bartley,Natural Lake,MI-IN Till Plain,2016,16-Aug-16,Total Plankton (NU/L),2764607
2583,Bischoff Res.,Impoundment,Eastern Corn Belt Plain,2017,17-Jul-17,Total Plankton (NU/L),18247834
2585,Woods (Big Blue #3),Impoundment,Eastern Corn Belt Plain,2017,17-Jul-17,Total Plankton (NU/L),12066672
2590,Nasby Mill Pond,Impoundment,MI-IN Till Plain,2017,24-Jul-17,Total Plankton (NU/L),639192
2669,Potato Cr. (Worster),Impoundment,MI-IN Till Plain,2018,9-Jul-18,Total Plankton (NU/L),396
2695,Little Chapman,Natural Lake,MI-IN Till Plain,2018,24-Jul-18,Total Plankton (NU/L),60
2706,Starve Hollow,Impoundment,Eastern Corn Belt Plain,2018,30-Jul-18,Total Plankton (NU/L),353
2709,Middlefork Res.,Impoundment,Eastern Corn Belt Plain,2018,30-Jul-18,Total Plankton (NU/L),125
2376,Red Pine,Surface Mine Lake,Interior River Lowland,2015,22-Jul-15,Total Plankton (NU/L),2187095
2419,Cagles Mill (Cataract),Impoundment,Interior River,2015,11-Aug-15,Total Plankton (NU/L),10628183
2471,Brush Creek Reservoir,Impoundment,Eastern Corn Belt Plain,2016,19-Jul-16,Total Plankton (NU/L),35797683
2486,Shaffer,Impoundment,MI-IN Till Plain,2016,25-Jul-16,Total Plankton (NU/L),1863436
2487,Freeman,Impoundment,Eastern Corn Belt Plain,2016,25-Jul-16,Total Plankton (NU/L),4770270
2373,Ridinger,Natural Lake,MI-IN Till Plain,2015,21-Jul-15,Total Plankton (NU/L),23948412
2387,St. Joseph Reservoir,Impoundment,Eastern Corn Belt Plain,2015,27-Jul-15,Total Plankton (NU/L),8265253
2418,Mansfield Reservoir (Hardin),Impoundment,Interior River Lowland,2015,11-Aug-15,Total Plankton (NU/L),10422831
2457,Wolf,Natural Lake,Central Corn Belt Plain,2016,11-Jul-16,Total Plankton (NU/L),6661347
2519,Crane,Natural Lake,MI-IN Till Plain,2016,16-Aug-16,Total Plankton (NU/L),4823864
2546,Fish,Natural Lake,MI-IN Till Plain,2017,26-Jun-17,Total Plankton (NU/L),31880766
2591,Waldron,Natural Lake,MI-IN Till Plain,2017,24-Jul-17,Total Plankton (NU/L),2889503
2594,Loon,Natural Lake,MI-IN Till Plain,2017,25-Jul-17,Total Plankton (NU/L),2005196
2650,Baugher,Natural Lake,MI-IN Till Plain,2018,26-Jun-18,Total Plankton (NU/L),131
2703,Big Fry,Surface Mine Lake,Interior River Lowland,2018,26-Jul-18,Total Plankton (NU/L),996
2713,Cagles Mill (Cataract),Impoundment,Interior River,2018,31-Jul-18,Total Plankton (NU/L),68
2584,Manlove,Impoundment,Eastern Corn Belt Plain,2017,17-Jul-17,Total Plankton (NU/L),7216649
2569,Riddles,Natural Lake,MI-IN Till Plain,2017,17-Jul-17,Total Plankton (NU/L),2732837
2697,Little Pike,Natural Lake,MI-IN Till Plain,2018,24-Jul-18,Total Plankton (NU/L),1041
2510,Lemon,Impoundment,Interior River,2016,10-Aug-16,Total Plankton (NU/L),17092011
2633,Fish,Natural Lake,MI-IN Till Plain,2018,25-Jun-18,Total Plankton (NU/L),777
2696,Pike,Natural Lake,MI-IN Till Plain,2018,24-Jul-18,Total Plankton (NU/L),205
2330,Port Mitchell,Natural Lake,MI-IN Till Plain,2015,30-Jun-15,Total Plankton (NU/L),2166884
2381,Carr,Natural Lake,MI-IN Till Plain,2015,28-Jul-15,Total Plankton (NU/L),6910198
2447,McClures,Natural Lake,MI-IN Till Plain,2016,28-Jun-16,Total Plankton (NU/L),21389492
2503,Palestine,Impoundment,MI-IN Till Plain,2016,1-Aug-16,Total Plankton (NU/L),NA
2556,Dale Reservoir,Impoundment,Interior River Lowland,2017,10-Jul-17,Total Plankton (NU/L),13353283
2668,Riddles,Natural Lake,MI-IN Till Plain,2018,9-Jul-18,Total Plankton (NU/L),338
2702,Impoundment No. 26,Surface Mine Lake,Interior River Lowland,2018,26-Jul-18,Total Plankton (NU/L),1151
2342,Shipshewana,Natural Lake,MI-IN Till Plain,2015,6-Jul-15,Total Plankton (NU/L),1237777
2371,Mud (Chain of Lakes),Natural Lake,MI-IN Till Plain,2015,21-Jul-15,Total Plankton (NU/L),3424181
2415,King,Natural Lake,MI-IN Till Plain,2015,10-Aug-15,Total Plankton (NU/L),1552526
2445,Muncie,Natural Lake,MI-IN Till Plain,2016,28-Jun-16,Total Plankton (NU/L),5991751
2459,George (Hobart),Impoundment,Central Corn Belt Plain,2016,11-Jul-16,Total Plankton (NU/L),11671631
2481,Green Valley,Impoundment,Central Corn Belt Plain,2016,27-Jul-16,Total Plankton (NU/L),12170681
2497,Sellers,Natural Lake,MI-IN Till Plain,2016,1-Aug-16,Total Plankton (NU/L),4315770
2675,J.C. Murphy,Impoundment,Central Corn Belt Plain,2018,10-Jul-18,Total Plankton (NU/L),188
2460,Cedar,Natural Lake,Central Corn Belt Plain,2016,11-Jul-16,Total Plankton (NU/L),17657091
2484,Bass,Natural Lake,MI-IN Till Plain,2016,25-Jul-16,Total Plankton (NU/L),11679920
2493,Cagles Mill (Cataract),Impoundment,Interior River,2016,3-Aug-16,Total Plankton (NU/L),26997649
2595,Robinson,Natural Lake,MI-IN Till Plain,2017,25-Jul-17,Total Plankton (NU/L),10752591
2637,Steinbarger,Natural Lake,MI-IN Till Plain,2018,26-Jun-18,Total Plankton (NU/L),118
2480,Sullivan,Impoundment,Interior River Lowland,2016,27-Jul-16,Total Plankton (NU/L),29333589
2686,Bowen,Natural Lake,MI-IN Till Plain,2018,17-Jul-18,Total Plankton (NU/L),50
2707,Versailles,Impoundment,Eastern Corn Belt Plain,2018,30-Jul-18,Total Plankton (NU/L),305
2339,Loon,Natural Lake,MI-IN Till Plain,2015,7-Jul-15,Total Plankton (NU/L),NA
2656,Ferdinand City New,Impoundment,Interior River,2018,2-Jul-18,Total Plankton (NU/L),1611
2708,Woods (Big Blue #3),Impoundment,Eastern Corn Belt Plain,2018,30-Jul-18,Total Plankton (NU/L),162
2338,Larwill,Natural Lake,MI-IN Till Plain,2015,7-Jul-15,Total Plankton (NU/L),3923018
2417,Waveland,Impoundment,Eastern Corn Belt Plain,2015,11-Aug-15,Total Plankton (NU/L),7507766
2496,Molenkramer Reservoir,Impoundment,Eastern Corn Belt Plain,2016,3-Aug-16,Total Plankton (NU/L),29576226
2612,Bass,Natural Lake,MI-IN Till Plain,2017,8-Aug-17,Total Plankton (NU/L),9946900
2671,Tamarack,Natural Lake,MI-IN Till Plain,2018,10-Jul-18,Total Plankton (NU/L),4856
2340,Little Bause,Natural Lake,MI-IN Till Plain,2015,7-Jul-15,Total Plankton (NU/L),5942
2358,Cedar,Natural Lake,Central Corn Belt Plain,2015,13-Jul-15,Total Plankton (NU/L),5216308
2712,Waveland,Impoundment,Eastern Corn Belt Plain,2018,31-Jul-18,Total Plankton (NU/L),92
2380,Willow,Surface Mine Lake,Interior River Lowland,2015,22-Jul-15,Total Plankton (NU/L),816044
2403,Scales,Surface Mine Lake,Interior River Lowland,2015,3-Aug-15,Total Plankton (NU/L),3308276
2404,Schlamm,Impoundment,Eastern Corn Belt Plain,2015,3-Aug-15,Total Plankton (NU/L),3914384
2405,John Hay,Impoundment,Interior River,2015,3-Aug-15,Total Plankton (NU/L),2961031
2406,Starve Hollow,Impoundment,Eastern Corn Belt Plain,2015,3-Aug-15,Total Plankton (NU/L),9220974
2407,Brush Creek Reservoir,Impoundment,Eastern Corn Belt Plain,2015,3-Aug-15,Total Plankton (NU/L),49902792
2408,Huntingburg City,Impoundment,Interior River Lowland,2015,4-Aug-15,Total Plankton (NU/L),13837696
2409,White Oak #2,NA,Interior River Lowland,2015,4-Aug-15,Total Plankton (NU/L),3101028
2410,Crystal,Surface Mine Lake,Interior River Lowland,2015,4-Aug-15,Total Plankton (NU/L),6776161
2411,Kickapoo,Impoundment,Interior River Lowland,2015,4-Aug-15,Total Plankton (NU/L),765074
2412,Shakamak,Impoundment,Interior River Lowland,2015,4-Aug-15,Total Plankton (NU/L),4538253
2435,North Twin,Natural Lake,MI-IN Till Plain,2016,15-Jun-16,Total Plankton (NU/L),NA
2436,North Twin,Natural Lake,MI-IN Till Plain,2016,15-Jun-16,Total Plankton (NU/L),NA
2437,North Twin,Natural Lake,MI-IN Till Plain,2016,15-Jun-16,Total Plankton (NU/L),NA
2663,Fry,Surface Mine Lake,Interior River Lowland,2018,3-Jul-18,Total Plankton (NU/L),NA
2453,South Twin,Natural Lake,MI-IN Till Plain,2016,5-Jul-16,Total Plankton (NU/L),NA
2477,Ferdinand City New,Impoundment,Interior River,2016,18-Jul-16,Total Plankton (NU/L),16787097
2548,Simonton,Natural Lake,MI-IN Till Plain,2017,28-Jun-17,Total Plankton (NU/L),1392239
2549,Hunter,Natural Lake,MI-IN Till Plain,2017,28-Jun-17,Total Plankton (NU/L),2285456
2550,Fish,Natural Lake,MI-IN Till Plain,2017,28-Jun-17,Total Plankton (NU/L),44495
2551,Banning,Natural Lake,MI-IN Till Plain,2017,28-Jun-17,Total Plankton (NU/L),2138694
2552,Little Barbee,Natural Lake,MI-IN Till Plain,2017,28-Jun-17,Total Plankton (NU/L),4973730
2558,Benefiel,Surface Mine Lake,Interior River Lowland,2017,11-Jul-17,Total Plankton (NU/L),311243
2673,Mink,Natural Lake,Central Corn Belt Plain,2018,10-Jul-18,Total Plankton (NU/L),NA
2651,Robinson,Natural Lake,MI-IN Till Plain,2018,26-Jun-18,Total Plankton (NU/L),235
2616,Airline,Surface Mine Lake,Interior River Lowland,2017,11-Jul-17,Blue-green Dominance (% NU),60.7
2467,Gambill,Surface Mine Lake,Interior River Lowland,2016,20-Jul-16,Blue-green Dominance (% NU),27.3
2570,Eagle,Natural Lake,MI-IN Till Plain,2017,17-Jul-17,Blue-green Dominance (% NU),30.2
2559,Hale,Surface Mine Lake,Interior River Lowland,2017,10-Jul-17,Blue-green Dominance (% NU),1.9
2576,Deam,Impoundment,Interior River,2017,17-Jul-17,Blue-green Dominance (% NU),20.3
2439,Gage,Natural Lake,MI-IN Till Plain,2016,27-Jun-16,Blue-green Dominance (% NU),35.5
2526,Nasby Mill Pond,Impoundment,MI-IN Till Plain,2016,15-Aug-16,Blue-green Dominance (% NU),16.6
2555,Chrisney,Impoundment,Interior River Lowland,2017,10-Jul-17,Blue-green Dominance (% NU),NA
2571,Price,Natural Lake,MI-IN Till Plain,2017,17-Jul-17,Blue-green Dominance (% NU),9.2
2311,Griffy,Impoundment,Interior River,2015,30-Apr-15,Blue-green Dominance (% NU),21.4
2363,Gambill,Surface Mine Lake,Interior River Lowland,2015,15-Jul-15,Blue-green Dominance (% NU),22.3
2402,Boones Pond,Surface Mine Lake,Eastern Corn Belt Plain,2015,5-Aug-15,Blue-green Dominance (% NU),94
2525,George,Natural Lake,MI-IN Till Plain,2016,15-Aug-16,Blue-green Dominance (% NU),22.8
2603,McClish,Natural Lake,MI-IN Till Plain,2017,31-Jul-17,Blue-green Dominance (% NU),9.9
2468,Mayfield,Surface Mine Lake,Interior River Lowland,2016,20-Jul-16,Blue-green Dominance (% NU),20.5
2475,Celina,Impoundment,Interior River,2016,18-Jul-16,Blue-green Dominance (% NU),34
2565,Hammond,Surface Mine Lake,Interior River Lowland,2017,12-Jul-17,Blue-green Dominance (% NU),14.9
2346,Green,Natural Lake,MI-IN Till Plain,2015,6-Jul-15,Blue-green Dominance (% NU),20.5
2362,Turtle,Surface Mine Lake,Interior River Lowland,2015,15-Jul-15,Blue-green Dominance (% NU),35.8
2378,Todd,Surface Mine Lake,Interior River Lowland,2015,22-Jul-15,Blue-green Dominance (% NU),38.5
2388,Summit,Impoundment,Eastern Corn Belt Plain,2015,27-Jul-15,Blue-green Dominance (% NU),27.4
2560,Mayfield,Surface Mine Lake,Interior River Lowland,2017,11-Jul-17,Blue-green Dominance (% NU),8.2
2621,Griffy,Impoundment,Interior River,2017,15-Aug-17,Blue-green Dominance (% NU),14.5
2653,"Twin Pitts, East",Surface Mine Lake,Interior River Lowland,2018,2-Jul-18,Blue-green Dominance (% NU),NA
2676,Gooseneck,Natural Lake,MI-IN Till Plain,2018,16-Jul-18,Blue-green Dominance (% NU),NA
2677,"Failing ""Gentian""",Natural Lake,MI-IN Till Plain,2018,16-Jul-18,Blue-green Dominance (% NU),NA
2705,Scott,Surface Mine Lake,Interior River Lowland,2018,26-Jul-18,Blue-green Dominance (% NU),NA
2504,Pretty,Natural Lake,MI-IN Till Plain,2016,2-Aug-16,Blue-green Dominance (% NU),67.9
2554,John Hay,Impoundment,Interior River,2017,10-Jul-17,Blue-green Dominance (% NU),40.8
2557,Patoka Reservoir,Impoundment,Interior River,2017,10-Jul-17,Blue-green Dominance (% NU),17.2
2596,Clair,Surface Mine Lake,Eastern Corn Belt Plain,2017,25-Jul-17,Blue-green Dominance (% NU),21.1
2600,Crooked,Natural Lake,MI-IN Till Plain,2017,31-Jul-17,Blue-green Dominance (% NU),62.3
2660,Bass,Surface Mine Lake,Interior River Lowland,2018,3-Jul-18,Blue-green Dominance (% NU),NA
2667,Lawrence,Natural Lake,MI-IN Till Plain,2018,9-Jul-18,Blue-green Dominance (% NU),NA
2374,Goodman,Surface Mine Lake,Interior River Lowland,2015,22-Jul-15,Blue-green Dominance (% NU),60.1
2469,Redbud,Surface Mine Lake,Interior River Lowland,2016,20-Jul-16,Blue-green Dominance (% NU),34.7
2482,Star,Surface Mine Lake,Interior River Lowland,2016,27-Jul-16,Blue-green Dominance (% NU),28.3
2566,White Pine,Surface Mine Lake,Interior River Lowland,2017,12-Jul-17,Blue-green Dominance (% NU),NA
2359,T Lake,Surface Mine Lake,Interior River Lowland,2015,15-Jul-15,Blue-green Dominance (% NU),67.9
2438,Silver,Natural Lake,MI-IN Till Plain,2016,27-Jun-16,Blue-green Dominance (% NU),17.5
2470,Hackberry,Surface Mine Lake,Interior River Lowland,2016,20-Jul-16,Blue-green Dominance (% NU),71.1
2478,Chrisney,Impoundment,Interior River Lowland,2016,18-Jul-16,Blue-green Dominance (% NU),28.7
2479,Scheister,Surface Mine Lake,Interior River Lowland,2016,27-Jul-16,Blue-green Dominance (% NU),25.2
2491,Kuhn,Natural Lake,MI-IN Till Plain,2016,26-Jul-16,Blue-green Dominance (% NU),38.1
2502,South Twin,Natural Lake,MI-IN Till Plain,2016,2-Aug-16,Blue-green Dominance (% NU),NA
2593,Crooked,Natural Lake,MI-IN Till Plain,2017,25-Jul-17,Blue-green Dominance (% NU),15
2360,Bobcat,Surface Mine Lake,Interior River Lowland,2015,15-Jul-15,Blue-green Dominance (% NU),22
2366,Bass,Surface Mine Lake,Interior River Lowland,2015,15-Jul-15,Blue-green Dominance (% NU),24.4
2389,Wawasee,Natural Lake,MI-IN Till Plain,2015,28-Jul-15,Blue-green Dominance (% NU),36.4
2443,Atwood,Natural Lake,MI-IN Till Plain,2016,28-Jun-16,Blue-green Dominance (% NU),45.9
2452,South Twin,Natural Lake,MI-IN Till Plain,2016,5-Jul-16,Blue-green Dominance (% NU),89.2
2466,Chapel pit,Surface Mine Lake,Interior River Lowland,2016,20-Jul-16,Blue-green Dominance (% NU),44.7
2474,Springs Valley (Tucker),Impoundment,Interior River,2016,18-Jul-16,Blue-green Dominance (% NU),27.1
2516,North Twin,Natural Lake,MI-IN Till Plain,2016,13-Aug-16,Blue-green Dominance (% NU),74.6
2563,Horshoe,Surface Mine Lake,Interior River Lowland,2017,12-Jul-17,Blue-green Dominance (% NU),41.5
2598,Cedar,Natural Lake,MI-IN Till Plain,2017,31-Jul-17,Blue-green Dominance (% NU),32
2599,Barton,Natural Lake,MI-IN Till Plain,2017,31-Jul-17,Blue-green Dominance (% NU),9.9
2648,Little Bause,Natural Lake,MI-IN Till Plain,2018,26-Jun-18,Blue-green Dominance (% NU),NA
2670,Bass (N. Chain),Natural Lake,MI-IN Till Plain,2018,9-Jul-18,Blue-green Dominance (% NU),NA
2394,Yellowwood,Impoundment,Interior River,2015,29-Jul-15,Blue-green Dominance (% NU),81
2455,Lake of the Woods,Natural Lake,MI-IN Till Plain,2016,5-Jul-16,Blue-green Dominance (% NU),14.5
2463,Maxinkuckee,Natural Lake,MI-IN Till Plain,2016,12-Jul-16,Blue-green Dominance (% NU),55.2
2572,Goldeneye,Impoundment,MI-IN Till Plain,2017,17-Jul-17,Blue-green Dominance (% NU),15.5
2606,Upper Long,Natural Lake,MI-IN Till Plain,2017,31-Jul-17,Blue-green Dominance (% NU),41.7
2610,Lawrence,Natural Lake,MI-IN Till Plain,2017,7-Aug-17,Blue-green Dominance (% NU),26.6
2646,McClish,Natural Lake,MI-IN Till Plain,2018,25-Jun-18,Blue-green Dominance (% NU),NA
